День,№ Кампании,Название кампании,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽"
Итого,,,564711.91,10940,447,4.09,1263.34
01.04.2026,115971938,10. Форма | РСЯ,320.16,6,0,0.00,-
01.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,0.00,0,0,-,-
01.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,0.00,0,0,-,-
01.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,538.78,24,0,0.00,-
01.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,193.62,3,0,0.00,-
01.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,0,0,-,-
01.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,3,0,0.00,-
01.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,407.35,8,0,0.00,-
01.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,0.00,0,0,-,-
01.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,134.90,2,0,0.00,-
02.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,10,0,0.00,-
02.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,545.95,6,2,33.33,272.98
02.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,1464.00,5,1,20.00,1464.00
02.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,0.00,0,0,-,-
02.04.2026,115971938,10. Форма | РСЯ,4555.33,89,2,2.25,2277.67
02.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,884.09,13,0,0.00,-
02.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,593.78,13,0,0.00,-
02.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,2746.30,178,0,0.00,-
02.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,764.01,8,0,0.00,-
02.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,187.62,2,1,50.00,187.62
02.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3049.97,56,4,7.14,762.49
03.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,1464.00,3,1,33.33,1464.00
03.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1168.76,5,1,20.00,1168.76
03.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,623.49,11,1,9.09,623.49
03.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,2340.30,8,2,25.00,1170.15
03.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,65.63,1,0,0.00,-
03.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,2196.00,5,1,20.00,2196.00
03.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,21.59,1,0,0.00,-
03.04.2026,115971938,10. Форма | РСЯ,4837.44,93,6,6.45,806.24
03.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,509.32,5,1,20.00,509.32
03.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,1982.43,33,2,6.06,991.21
04.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,0.00,0,0,-,-
04.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1426.15,83,0,0.00,-
04.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,4,0,0.00,-
04.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,312.87,1,0,0.00,-
04.04.2026,115971938,10. Форма | РСЯ,102.45,3,0,0.00,-
05.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
05.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,598.29,6,0,0.00,-
05.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,1773.31,131,0,0.00,-
05.04.2026,115971938,10. Форма | РСЯ,4969.95,91,6,6.59,828.33
05.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,4821.81,89,11,12.36,438.35
05.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,195.01,4,0,0.00,-
05.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,512.69,7,0,0.00,-
05.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,58.26,2,0,0.00,-
05.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,2,1,50.00,0.00
05.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,622.31,3,0,0.00,-
05.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,386.57,5,1,20.00,386.57
06.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,429.94,6,1,16.67,429.94
06.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,4392.00,19,2,10.53,2196.00
06.04.2026,115971938,10. Форма | РСЯ,3378.14,57,7,12.28,482.59
06.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3078.86,54,4,7.41,769.72
06.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1506.66,7,2,28.57,753.33
06.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1739.20,8,1,12.50,1739.20
06.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,1059.36,13,1,7.69,1059.36
06.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,874.18,13,0,0.00,-
06.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,1464.00,6,1,16.67,1464.00
06.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,669.33,7,1,14.29,669.33
07.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
07.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1217.52,7,2,28.57,608.76
07.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,28.07,1,0,0.00,-
07.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,10,0,0.00,-
07.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,931.89,10,0,0.00,-
07.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,4441.50,73,7,9.59,634.50
07.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,1259.53,15,4,26.67,314.88
07.04.2026,115971938,10. Форма | РСЯ,4113.37,77,5,6.49,822.67
07.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,657.31,3,0,0.00,-
07.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,560.28,5,2,40.00,280.14
08.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,63.04,1,0,0.00,-
08.04.2026,115971938,10. Форма | РСЯ,1080.51,19,0,0.00,-
08.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,97.38,2,0,0.00,-
08.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,215.22,1,0,0.00,-
08.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,0.00,0,0,-,-
08.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,855.82,18,0,0.00,-
08.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,64.12,1,0,0.00,-
08.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,3,0,0.00,-
08.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,1464.00,1,1,100.00,1464.00
08.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,775.09,2,0,0.00,-
09.04.2026,115971938,10. Форма | РСЯ,0.00,0,0,-,-
10.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,0,0,-,-
10.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,26.21,1,0,0.00,-
10.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,4025.13,232,0,0.00,-
10.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,134.11,1,0,0.00,-
10.04.2026,115971938,10. Форма | РСЯ,5534.30,92,5,5.43,1106.86
10.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,881.40,3,0,0.00,-
10.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,36.35,1,0,0.00,-
10.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2124.49,33,1,3.03,2124.49
10.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,265.91,1,0,0.00,-
10.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,2196.00,16,1,6.25,2196.00
10.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,22.73,1,0,0.00,-
11.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,513.70,3,0,0.00,-
11.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,1464.00,7,1,14.29,1464.00
11.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,322.74,5,1,20.00,322.74
11.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,406.09,2,0,0.00,-
11.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,4642.15,90,9,10.00,515.79
11.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,330.28,3,0,0.00,-
11.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,22.34,1,0,0.00,-
11.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,111.88,3,1,33.33,111.88
11.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,751.76,6,0,0.00,-
11.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,7,0,0.00,-
11.04.2026,115971938,10. Форма | РСЯ,5882.79,115,4,3.48,1470.70
12.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
12.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,129.85,2,0,0.00,-
12.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,2196.00,6,1,16.67,2196.00
12.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1852.20,7,2,28.57,926.10
12.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,536.08,4,0,0.00,-
12.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3504.95,61,5,8.20,700.99
12.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,125.59,2,0,0.00,-
12.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,611.23,5,0,0.00,-
12.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,0.00,0,0,-,-
12.04.2026,115971938,10. Форма | РСЯ,6153.87,105,4,3.81,1538.47
13.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,467.69,7,1,14.29,467.69
13.04.2026,115971938,10. Форма | РСЯ,1402.35,20,1,5.00,1402.35
13.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,1515.83,26,5,19.23,303.17
13.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1124.83,6,0,0.00,-
13.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,0.00,0,0,-,-
13.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,0.00,0,0,-,-
13.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,199.66,2,0,0.00,-
13.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,117.78,1,0,0.00,-
13.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,367.73,3,0,0.00,-
13.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,5,0,0.00,-
14.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
14.04.2026,115971938,10. Форма | РСЯ,0.00,0,0,-,-
15.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
15.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,0.00,0,0,-,-
15.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,466.08,6,1,16.67,466.08
15.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,5,0,0.00,-
15.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,1348.57,7,0,0.00,-
15.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,771.96,6,1,16.67,771.96
15.04.2026,115971938,10. Форма | РСЯ,2882.66,47,1,2.13,2882.66
15.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,3671.16,169,0,0.00,-
15.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1303.08,7,2,28.57,651.54
15.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,13.25,2,0,0.00,-
15.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3191.18,53,2,3.77,1595.59
16.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,164.84,2,0,0.00,-
16.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3245.56,51,3,5.88,1081.85
16.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,1181.29,15,1,6.67,1181.29
16.04.2026,115971965,51. na-corporate.ru | корпоративная одежда | рся,0.00,0,0,-,-
16.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,328.55,3,0,0.00,-
16.04.2026,115971938,10. Форма | РСЯ,4632.92,81,4,4.94,1158.23
16.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,2209.87,9,2,22.22,1104.94
16.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,4,0,0.00,-
16.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,301.07,3,0,0.00,-
16.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1139.98,7,1,14.29,1139.98
16.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,7,0,0.00,-
17.04.2026,700663637,12. Форма | РСЯ (Общая) Оплата за лиды,0.00,0,0,-,-
17.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,2,0,0.00,-
17.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,93.36,2,0,0.00,-
17.04.2026,115971938,10. Форма | РСЯ,5248.38,84,1,1.19,5248.38
17.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,1148.34,10,1,10.00,1148.34
17.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,3352.83,58,2,3.45,1676.41
17.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,1119.77,8,0,0.00,-
17.04.2026,115971947,01.  2024.  barssport-factory.ru | поиск | бренд,256.62,10,1,10.00,256.62
17.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,854.18,6,0,0.00,-
17.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,1827.98,14,1,7.14,1827.98
18.04.2026,115971938,10. Форма | РСЯ,2769.45,45,6,13.33,461.57
18.04.2026,115971954,04. 2024. barssport-factory.ru | поиск | пошив хоккейной формы,0.00,0,0,-,-
18.04.2026,115973806,11. barssport-factory.ru | Мастер | Форма | Конкуренты,2476.24,46,1,2.17,2476.24
18.04.2026,115971951,03. 2024. barssport-factory.ru | поиск | футбольная форма,850.12,7,0,0.00,-
18.04.2026,115971960,06. 2024. barssport-factory.ru | поиск | пошив волейбольной формы,180.07,3,0,0.00,-
18.04.2026,115971950,02. 2024. barssport-factory.ru | поиск | пошив спортивной формы,516.64,4,1,25.00,516.64
18.04.2026,115971941,13. Корпоративная одежда | РСЯ | Оплата за лиды,0.00,3,0,0.00,-
18.04.2026,115971959,05. 2024. barssport-factory.ru | поиск | пошив баскетбольной формы,534.32,3,0,0.00,-
